molecule	logP	Encap_Efficiency	n_beads	epsilon_W	epsilon_EO	epsilon_N1	epsilon_polymer	relative_polymer_over_W	delta_polymer_minus_W	plape_plape	plape_res	res_res	res-rest
HEaSC00290	3.512000	0.958200	2	3.220000	6.140021	5.350000	11.490021	3.568330	8.270021	-25116.200000	-2156.430000	-561.165000	-292.306000
HEaSC00085	3.646100	0.969333	2	5.120000	6.893476	6.480000	13.373476	2.612007	8.253476	-24737.200000	-3681.270000	-457.848000	-572.434000
HEaSC00374	4.074400	0.992467	3	6.600000	9.371264	9.080000	18.451264	2.795646	11.851264	-24035.000000	-4722.980000	-810.040000	-373.751000
Diflufenzopyr-sodium	-6.693800	0.992200	9	22.140000	24.577859	24.620000	49.197859	2.222126	27.057859	-22196.900000	-9755.500000	-1565.670000	-2000.230000
Methyl_salicylate	-2.282300	0.948600	4	9.160000	10.859731	10.930000	21.789731	2.378792	12.629731	-24108.400000	-4725.790000	-445.982000	-1180.680000
Benodanil	-2.139600	0.999067	7	12.930000	18.035317	17.560000	35.595317	2.752925	22.665317	-22932.400000	-8393.210000	-1256.190000	-439.902000
Simetryn	0.029600	0.310133	6	18.050000	16.469158	15.270000	31.739158	1.758402	13.689158	-25932.400000	-1137.520000	-829.800000	-5770.510000
Pentachlorothioanisole	0.369100	0.999267	6	10.010000	14.103688	14.710000	28.813688	2.878490	18.803688	-23081.200000	-6870.120000	-969.119000	-200.882000
Chloroneb	0.764300	0.996067	4	8.560000	11.264992	12.160000	23.424992	2.736564	14.864992	-22772.700000	-6351.270000	-498.111000	-337.397000
Prothiocarb	1.361400	0.421667	4	12.370000	12.204043	11.630000	23.834043	1.926762	11.464043	-25603.500000	-1683.620000	-287.210000	-4308.370000
4-phenylenediamine	1.794900	0.521867	4	8.920000	9.737044	9.240000	18.977044	2.127471	10.057044	-25652.400000	-1793.040000	-11.707800	-1876.390000
Dimethametryn	1.798400	0.707600	7	19.850000	19.285406	18.040000	37.325406	1.880373	17.475406	-25089.000000	-4062.730000	-1186.190000	-4161.580000
Aminocarb	1.944600	0.809867	5	12.870000	14.530998	13.420000	27.950998	2.171795	15.080998	-24877.100000	-4278.650000	-620.297000	-2834.150000
Bendiocarb	2.089100	0.800267	5	12.100000	13.838536	12.810000	26.648536	2.202358	14.548536	-25112.400000	-4080.800000	-557.958000	-2650.030000
2-Phenoxyethanol	2.157000	0.837200	4	8.600000	10.559778	10.000000	20.559778	2.390672	11.959778	-25215.800000	-3378.000000	-284.711000	-1864.830000
Sodium_salicylate	2.423300	0.815333	4	9.290000	10.696129	10.310000	21.006129	2.261155	11.716129	-25004.900000	-3571.470000	-283.631000	-1583.010000
4-Aminobenzoic_acid	2.499900	0.769933	4	9.550000	10.696129	10.310000	21.006129	2.199595	11.456129	-25011.000000	-3284.540000	-341.597000	-1842.270000
XMC	2.614800	0.927467	4	9.710000	11.993793	11.110000	23.103793	2.379381	13.393793	-24893.100000	-4379.380000	-397.764000	-1900.150000
3-aminobezoic_acid	2.653100	0.769533	4	9.550000	10.696129	10.310000	21.006129	2.199595	11.456129	-25011.700000	-3270.220000	-340.547000	-1851.680000
Monolinuron	2.815000	0.885733	6	15.090000	15.935134	14.930000	30.865134	2.045403	15.775134	-24719.600000	-4916.830000	-727.507000	-2519.540000
Salicylic_acid	2.867300	0.890867	4	9.290000	10.696129	10.310000	21.006129	2.261155	11.716129	-24779.300000	-4060.300000	-291.958000	-1383.670000
Metobromuron	2.975200	0.911067	6	14.760000	16.214851	14.780000	30.994851	2.099922	16.234851	-24971.900000	-5038.110000	-746.632000	-2386.040000
8-Hydroxyquinoline-5-sulfonic_acid	3.084900	0.897067	6	14.860000	16.229544	15.310000	31.539544	2.122446	16.679544	-24877.400000	-5257.700000	-871.277000	-2464.580000
4-aminoPhenol	3.118000	0.789267	4	8.000000	9.570136	9.240000	18.810136	2.351267	10.810136	-24961.500000	-2977.360000	-3.891020	-1009.010000
2-hydroxybenzoic_acid	3.135400	0.813400	4	9.290000	10.696129	10.310000	21.006129	2.261155	11.716129	-24960.100000	-3596.780000	-283.905000	-1565.240000
N-methylAniline	3.159700	0.924733	4	7.500000	9.546450	9.240000	18.786450	2.504860	11.286450	-24681.400000	-3784.530000	-158.875000	-683.532000
Propoxur	3.173700	0.877933	5	12.120000	14.323011	13.280000	27.603011	2.277476	15.483011	-24820.400000	-4679.250000	-709.080000	-2474.000000
Ethiolate	3.192800	0.879200	4	9.160000	10.759842	10.500000	21.259842	2.320943	12.099842	-24445.200000	-4116.440000	-323.694000	-1185.050000
Fenuron	3.210200	0.920133	5	11.510000	13.087319	12.620000	25.707319	2.233477	14.197319	-24642.500000	-4702.580000	-482.330000	-1762.290000
4-Hydroxybenzoic_acid	3.248500	0.846733	4	9.290000	10.696129	10.310000	21.006129	2.261155	11.716129	-24893.900000	-3702.510000	-320.242000	-1533.300000
4-chloroAniline	3.321600	0.882667	4	7.370000	9.383498	9.240000	18.623498	2.526933	11.253498	-24692.600000	-3375.740000	-86.939200	-702.583000
4-methylAniline	3.346000	0.930333	4	7.370000	9.570136	9.430000	19.000136	2.578037	11.630136	-24632.600000	-3801.550000	-59.957100	-547.738000
3-hydroxybenzoic_acid	3.370400	0.840067	4	9.290000	10.696129	10.310000	21.006129	2.261155	11.716129	-24845.700000	-3710.930000	-318.769000	-1533.250000
4-hydroxyPhenol	3.375600	0.936067	4	7.080000	9.403228	9.240000	18.643228	2.633224	11.563228	-24618.100000	-3798.370000	-32.339100	-466.212000
Linuron	3.433100	0.903400	7	16.170000	17.633862	16.630000	34.263862	2.118977	18.093862	-24628.400000	-5071.720000	-557.729000	-2597.570000
Dioxacarb	3.485300	0.959333	6	13.220000	16.096024	14.920000	31.016024	2.346144	17.796024	-24596.200000	-5730.420000	-746.450000	-2048.620000
Chloramben	3.520100	0.853933	5	11.290000	12.953617	12.620000	25.573617	2.265157	14.283617	-24612.700000	-3996.300000	-544.720000	-1738.000000
Monuron	3.612400	0.936800	5	12.170000	13.646079	13.230000	26.876079	2.208388	14.706079	-24377.700000	-5248.170000	-602.179000	-1735.450000
2-chloroAniline	3.645500	0.911200	4	7.370000	9.383498	9.240000	18.623498	2.526933	11.253498	-24703.000000	-3712.660000	100.334000	-581.013000
Fenobucarb	3.720300	0.949200	5	11.250000	14.258765	13.130000	27.388765	2.434557	16.138765	-24703.900000	-5226.370000	-757.078000	-1916.700000
Vernolate	3.854400	0.897200	5	10.980000	13.663677	12.930000	26.593677	2.422011	15.613677	-24219.300000	-4420.810000	-461.361000	-1819.720000
Isoprocarb	3.861300	0.944733	5	10.630000	13.692521	12.660000	26.352521	2.479071	15.722521	-24826.600000	-4730.690000	-512.526000	-1798.680000
2-nitroAniline	3.877000	0.959600	4	8.720000	10.293487	10.460000	20.753487	2.379987	12.033487	-24168.800000	-4879.660000	-351.866000	-738.110000
4-toluidine	3.908300	0.934600	4	7.370000	9.570136	9.430000	19.000136	2.578037	11.630136	-24602.500000	-3827.460000	-60.814400	-533.163000
Hydroquinone	4.044100	0.931200	4	7.080000	9.403228	9.240000	18.643228	2.633224	11.563228	-24450.700000	-3750.140000	-27.353400	-487.658000
MCPB	4.070200	0.976267	5	12.300000	14.555612	14.310000	28.865612	2.346798	16.565612	-23814.000000	-5577.340000	-708.893000	-1817.420000
Promecarb	4.092900	0.961400	5	11.070000	14.251281	13.270000	27.521281	2.486114	16.451281	-24430.000000	-5208.970000	-671.910000	-1875.200000
3-nitroPhenol	4.094600	0.961600	4	8.460000	10.293487	10.460000	20.753487	2.453131	12.293487	-23797.200000	-4802.980000	-386.138000	-713.788000
2-hydroxyPhenol	4.112000	0.957133	4	7.080000	9.403228	9.240000	18.643228	2.633224	11.563228	-24525.700000	-3990.270000	213.677000	-415.987000
Diuron	4.113800	0.941400	6	13.250000	15.344807	14.930000	30.274807	2.284891	17.024807	-24403.800000	-5339.830000	-474.484000	-1811.430000
Chlorbromuron	4.127700	0.933800	7	15.540000	17.987408	16.430000	34.417408	2.214762	18.877408	-24895.700000	-5233.450000	-635.086000	-2434.300000
3-nitroAniline	4.174700	0.939600	4	8.720000	10.293487	10.460000	20.753487	2.379987	12.033487	-24168.900000	-4570.930000	-371.878000	-829.994000
c16_t8_10_lp02_22_32_42_132_162_Sgn13_14_15ht_Poly	4.186900	0.960333	5	10.400000	13.376026	12.770000	26.146026	2.514041	15.746026	-24562.700000	-5096.350000	-632.086000	-1591.630000
4-methyl-3-nitroAniline	4.240800	0.958400	5	10.370000	12.386384	12.350000	24.736384	2.385379	14.366384	-24057.600000	-4981.710000	-371.194000	-855.638000
4-methylPhenol	4.265200	0.977400	4	6.450000	9.403228	9.430000	18.833228	2.919880	12.383228	-24272.400000	-4245.910000	-70.483000	-261.186000
Carbofuran	4.277400	0.981067	6	13.140000	15.950009	15.120000	31.070009	2.364536	17.930009	-24486.600000	-6457.710000	-806.338000	-1712.120000
3-methoxyPhenol	4.320900	0.981000	4	7.320000	9.734727	9.850000	19.584727	2.675509	12.264727	-24150.700000	-4658.170000	-283.947000	-393.302000
4-nitroAniline	4.333100	0.943800	4	8.720000	10.293487	10.460000	20.753487	2.379987	12.033487	-24042.900000	-4632.100000	-403.687000	-829.786000
4-chloroPhenol	4.345300	0.965467	4	6.450000	9.216590	9.240000	18.456590	2.861487	12.006590	-24267.000000	-3959.160000	-118.627000	-326.476000
2-nitroPhenol	4.357500	0.960533	4	8.460000	10.293487	10.460000	20.753487	2.453131	12.293487	-24038.700000	-4809.180000	-341.918000	-686.509000
Dicloran	4.362700	0.963667	5	11.030000	12.758506	12.770000	25.528506	2.314461	14.498506	-23906.900000	-5354.880000	-392.353000	-875.730000
Methyl_2-aminobenzoate	4.448000	0.944733	4	9.420000	10.859731	10.930000	21.789731	2.313135	12.369731	-24424.000000	-4575.120000	-471.703000	-1262.940000
Methabenzthiazuron	4.522900	0.957933	7	16.920000	18.220311	17.250000	35.470311	2.096354	18.550311	-24423.900000	-6225.720000	-950.065000	-2374.280000
Ethiofencarb	4.531600	0.961133	6	11.500000	15.577887	14.500000	30.077887	2.615468	18.577887	-24573.200000	-5308.580000	-608.689000	-1743.230000
o-Cresol	4.547200	0.987867	4	6.450000	9.403228	9.430000	18.833228	2.919880	12.383228	-24313.200000	-4414.430000	161.115000	-222.703000
Methiocarb	4.550700	0.970000	5	11.260000	14.437919	13.610000	28.047919	2.490934	16.787919	-24451.600000	-5637.210000	-634.439000	-1743.020000
Butylparaben	4.559400	0.969267	5	11.710000	14.078621	13.550000	27.628621	2.359404	15.918621	-23863.200000	-5768.890000	-717.582000	-1258.200000
Triazamate	4.627300	0.927933	7	18.110000	19.505215	18.800000	38.305215	2.115142	20.195215	-24073.100000	-6203.470000	-1165.540000	-2802.610000
2_4_6-TrichloroPhenol	4.636000	0.990667	4	7.770000	10.334110	10.460000	20.794110	2.676205	13.024110	-23736.900000	-4973.890000	-290.003000	-382.904000
2_3_5_6-TetrachloroAniline	4.686500	0.979667	5	9.770000	12.199746	12.160000	24.359746	2.493321	14.589746	-23891.600000	-5277.050000	-527.897000	-524.533000
Methylparaben	4.703900	0.936067	4	9.160000	10.859731	10.930000	21.789731	2.378792	12.629731	-24212.400000	-4514.010000	-524.491000	-1226.060000
3-Chloro-4-methylbenzenamine_hydrochloride	4.716100	0.967133	4	8.030000	10.128896	10.040000	20.168896	2.511693	12.138896	-24309.600000	-4375.300000	-161.589000	-568.355000
4-Chloro-3-methylPhenol	4.719600	0.987067	4	6.890000	9.775350	9.850000	19.625350	2.848382	12.735350	-23910.000000	-4584.600000	-221.160000	-303.725000
2-methyl-5-nitroAniline	4.728300	0.965267	5	10.370000	12.386384	12.350000	24.736384	2.385379	14.366384	-24088.500000	-5218.960000	-158.829000	-764.090000
Ethylparaben	4.742200	0.982000	5	10.380000	12.883628	12.770000	25.653628	2.471448	15.273628	-23713.900000	-5819.570000	-573.280000	-698.580000
Fluometuron	4.791000	0.983800	6	14.020000	15.812204	15.780000	31.592204	2.253367	17.572204	-23746.900000	-6754.290000	-894.444000	-1513.190000
2-chloroPhenol	4.810100	0.977267	4	6.450000	9.216590	9.240000	18.456590	2.861487	12.006590	-24347.700000	-4211.780000	93.955500	-257.709000
2-methylPhenol	4.818800	0.989133	4	6.450000	9.403228	9.430000	18.833228	2.919880	12.383228	-24381.600000	-4423.890000	164.461000	-218.502000
Propyl_gallate	4.839700	0.952467	6	14.090000	16.143141	15.390000	31.533141	2.237980	17.443141	-24077.700000	-6093.350000	-432.987000	-1396.850000
Propylparaben	4.841500	0.955933	5	11.090000	13.512377	13.080000	26.592377	2.397870	15.502377	-24005.500000	-5391.390000	-550.998000	-1181.160000
Benzothiazole	4.885000	0.987400	5	9.360000	11.827624	11.550000	23.377624	2.497609	14.017624	-24246.700000	-5372.590000	-304.468000	-414.348000
Triadimenol	4.923300	0.944867	8	20.360000	21.767888	20.310000	42.077888	2.066694	21.717888	-24284.900000	-6667.640000	-1559.050000	-3055.230000
2-Hydroxyacetophenone	4.925000	0.985867	4	8.200000	10.439502	10.460000	20.899502	2.548720	12.699502	-24116.000000	-5266.880000	-370.164000	-472.000000
Piperonal	4.949400	0.988267	5	9.530000	12.178853	12.160000	24.338853	2.553920	14.808853	-23817.400000	-5721.830000	-290.101000	-494.737000
Isoproturon	4.958100	0.972400	6	13.310000	15.903567	15.390000	31.293567	2.351132	17.983567	-23909.000000	-6124.900000	-794.618000	-1697.490000
4-Tolyl_acetate	4.961600	0.963667	4	8.120000	10.427189	10.460000	20.887189	2.572314	12.767189	-24126.700000	-4612.860000	-318.965000	-813.375000
Chlorotoluron	4.999900	0.964200	6	13.250000	15.531445	15.120000	30.651445	2.313317	17.401445	-24122.300000	-5631.520000	-424.109000	-1735.400000
2-methoxyAniline	5.010300	0.968267	4	8.080000	9.942258	10.090000	20.032258	2.479240	11.952258	-24101.600000	-4600.980000	-49.992400	-495.217000
Carbetamide	5.041700	0.964667	7	16.430000	18.493708	17.850000	36.343708	2.212033	19.913708	-24043.300000	-6514.700000	-961.034000	-2143.410000
Mecoprop	5.055600	0.983933	5	11.750000	14.071137	13.840000	27.911137	2.375416	16.161137	-23712.800000	-6142.190000	-609.805000	-1303.970000
2-methoxy-5-nitroAniline	5.081700	0.978800	5	11.080000	12.758506	13.010000	25.768506	2.325677	14.688506	-23589.000000	-5734.950000	-373.306000	-796.398000
Karbutilate	5.083400	0.928667	7	17.340000	19.245909	18.310000	37.555909	2.165854	20.215909	-24147.200000	-6301.140000	-1101.180000	-2607.290000
8-Hydroxyquinoline	5.093900	0.983067	5	10.110000	12.125735	12.350000	24.475735	2.420943	14.365735	-23904.400000	-5741.040000	-441.700000	-470.629000
Propham	5.095600	0.978800	5	9.910000	12.931054	12.620000	25.551054	2.578310	15.641054	-23984.200000	-5455.490000	-435.875000	-862.265000
4-hydroxyacetophenone	5.099100	0.980667	4	8.200000	10.439502	10.460000	20.899502	2.548720	12.699502	-24006.200000	-5032.800000	-403.688000	-556.475000
Dicamba	5.194900	0.989467	5	11.020000	13.366362	13.470000	26.836362	2.435242	15.816362	-23458.300000	-6007.290000	-524.310000	-986.983000
Anisole	5.233200	0.991333	4	5.940000	9.029952	9.240000	18.269952	3.075749	12.329952	-24306.900000	-4469.190000	-214.322000	-174.486000
Chlorpropamide	5.271500	0.982867	5	10.570000	13.489814	13.230000	26.719814	2.527892	16.149814	-23708.200000	-5839.210000	-540.787000	-906.606000
Procaine_hydrochloride	5.280200	0.976200	6	14.490000	16.646206	16.430000	33.076206	2.282692	18.586206	-23694.400000	-6484.130000	-1237.700000	-1774.850000
Metoxuron	5.315000	0.970867	6	13.960000	15.903567	15.780000	31.683567	2.269596	17.723567	-23858.200000	-6112.910000	-642.415000	-1748.550000
Dicamba-dimethylammonium	5.349800	0.982667	5	11.020000	13.366362	13.470000	26.836362	2.435242	15.816362	-23638.300000	-5997.130000	-534.680000	-978.331000
4-MethoxyPhenol	5.356800	0.987133	4	7.160000	9.775350	10.090000	19.865350	2.774490	12.705350	-23850.900000	-4758.990000	-218.022000	-309.716000
Diallyl_diSulfide	5.360200	0.990867	4	5.820000	9.403228	9.620000	19.023228	3.268596	13.203228	-23856.100000	-4457.960000	-263.024000	-190.710000
Carbaryl	5.398500	0.988800	6	11.740000	15.171223	14.700000	29.871223	2.544397	18.131223	-24445.400000	-5958.810000	-772.048000	-1587.240000
Cycloate	5.412500	0.986000	5	11.640000	14.134850	13.930000	28.064850	2.411070	16.424850	-23250.300000	-6288.090000	-686.182000	-1034.090000
Methyl_3-methylorsellinate	5.469900	0.972267	5	12.280000	14.195270	14.230000	28.425270	2.314761	16.145270	-23705.800000	-5828.160000	-711.153000	-1346.470000
Indole	5.492600	0.996267	4	7.620000	9.942258	9.850000	19.792258	2.597409	12.172258	-24269.500000	-5230.140000	-282.885000	-266.792000
2_7_8_9-Tricyclazole	5.499500	0.983800	7	16.000000	17.608452	16.780000	34.388452	2.149278	18.388452	-24093.300000	-6813.430000	-847.176000	-1182.250000
Sodium_dicamba	5.503000	0.986867	5	11.020000	13.366362	13.470000	26.836362	2.435242	15.816362	-23632.900000	-6030.060000	-532.880000	-960.201000
4-Chloro-3_5-dimethylPhenol	5.597000	0.992933	4	7.640000	10.480125	10.650000	21.130125	2.765723	13.490125	-23733.500000	-5243.520000	-240.287000	-353.222000
4-methyl-2,6-dinitroPhenol	5.614400	0.986067	6	12.450000	15.035724	15.270000	30.305724	2.434195	17.855724	-23239.000000	-6527.540000	-694.030000	-830.302000
4-tert-ButylPhenol	5.626600	0.994333	4	7.260000	10.293487	10.310000	20.603487	2.837946	13.343487	-23650.800000	-5164.450000	-396.009000	-356.633000
3_4-Dihydro-6-methyl-N-phenyl-2H-pyran-5-carboxami	5.687500	0.982267	7	15.130000	18.361679	16.400000	34.761679	2.297533	19.631679	-24455.500000	-6864.290000	-863.926000	-1541.970000
Dichlorprop-P	5.696200	0.977600	5	11.970000	14.071137	13.840000	27.911137	2.331757	15.941137	-23906.600000	-6106.020000	-666.823000	-1312.350000
Ethyl_anthranilate	5.703200	0.981800	5	10.640000	12.883628	12.770000	25.653628	2.411055	15.013628	-23819.900000	-5759.390000	-511.551000	-784.939000
Dimethenamide_ESA	5.799000	0.967333	7	19.610000	21.054907	19.870000	40.924907	2.086941	21.314907	-23880.000000	-7343.460000	-1513.410000	-3158.580000
Dichlorprop	5.846000	0.981667	5	11.970000	14.071137	13.840000	27.911137	2.331757	15.941137	-23872.700000	-6026.970000	-654.494000	-1349.580000
Cyclanilide	5.901700	0.979667	6	14.860000	17.144012	16.460000	33.604012	2.261374	18.744012	-23656.600000	-6732.950000	-933.675000	-1871.820000
4-Nitro-3-methylPhenol	5.915600	0.989133	4	8.900000	10.852247	11.070000	21.922247	2.463174	13.022247	-23705.500000	-5592.080000	-439.817000	-574.720000
PentachloroAniline	5.960900	0.993867	6	10.850000	13.898474	13.860000	27.758474	2.558385	16.908474	-23705.900000	-5893.600000	-775.374000	-443.647000
Diethofencarb	6.018300	0.979800	7	16.680000	19.362618	18.930000	38.292618	2.295721	21.612618	-23478.500000	-7241.590000	-1570.780000	-1824.630000
Sodium_2-methoxy-5-nitroPhenolate	6.037500	0.990800	5	10.160000	12.591598	13.010000	25.601598	2.519842	15.441598	-23349.300000	-6065.150000	-354.120000	-553.486000
Isoamyl_salicylate	6.051400	0.990533	5	10.960000	13.675979	13.700000	27.375979	2.497808	16.415979	-23508.400000	-6362.530000	-704.159000	-893.909000
thioanisole	6.065300	0.997133	4	5.630000	9.216590	9.430000	18.646590	3.312005	13.016590	-24153.100000	-4674.020000	-278.454000	-116.573000
Pendimethalin	6.074000	0.979600	8	17.270000	20.994901	20.810000	41.804901	2.420666	24.534901	-23302.600000	-7195.320000	-1286.910000	-1887.390000
2-methylIndole	6.077500	0.996733	4	7.520000	10.293487	10.460000	20.753487	2.759772	13.233487	-23889.500000	-5735.960000	-427.616000	-246.059000
Ioxynil	6.122800	0.989000	5	9.270000	13.285761	12.280000	25.565761	2.757903	16.295761	-24255.100000	-5356.160000	-443.436000	-572.901000
Bromoxynil	6.124500	0.986467	5	8.660000	12.852739	11.810000	24.662739	2.847891	16.002739	-24182.300000	-5047.340000	-330.086000	-509.481000
2-Methyl-4_6-dinitroPhenol	6.173200	0.990000	6	12.450000	15.035724	15.270000	30.305724	2.434195	17.855724	-23232.900000	-6553.210000	-525.334000	-811.799000
3-Ethoxy-4-hydroxybenzaldehyde	6.175000	0.986200	5	9.900000	12.737613	13.010000	25.747613	2.600769	15.847613	-23300.800000	-5704.100000	-505.331000	-617.355000
2_4-D-Butotyl	6.202800	0.975200	6	16.040000	18.442282	17.850000	36.292282	2.262611	20.252282	-23697.700000	-6339.500000	-1292.910000	-2569.520000
Dinobuton	6.235900	0.976933	8	19.620000	22.453080	22.170000	44.623080	2.274367	25.003080	-23153.900000	-7586.410000	-2087.080000	-2164.700000
Bromoxynil_heptanoate	6.265500	0.973467	6	14.000000	17.977725	16.640000	34.617725	2.472695	20.617725	-24009.300000	-6326.120000	-1201.190000	-1668.040000
Picric_acid	6.345600	0.975333	6	14.460000	15.925983	16.300000	32.225983	2.228630	17.765983	-23131.600000	-6956.310000	-1094.250000	-1282.390000
1,4-dimethoxybenzene	6.361300	0.996933	4	7.240000	10.147472	10.940000	21.087472	2.912634	13.847472	-23331.900000	-5533.190000	-348.822000	-228.124000
2_4-Dichlorophenoxybutyric_acid	6.399600	0.980133	5	12.520000	14.555612	14.310000	28.865612	2.305560	16.345612	-23944.700000	-5650.690000	-791.113000	-1776.220000
Pentyl_2-hydroxybenzoate	6.434400	0.991467	5	11.580000	14.242223	14.170000	28.412223	2.453560	16.832223	-23386.500000	-6364.840000	-883.826000	-1103.810000
Fenson	6.465700	0.988800	7	13.570000	18.207497	17.430000	35.637497	2.626197	22.067497	-23937.400000	-7194.420000	-911.247000	-1339.860000
Benfuresate	6.504000	0.985733	7	14.260000	18.207497	17.230000	35.437497	2.485098	21.177497	-24144.100000	-7158.190000	-855.027000	-1532.600000
1-methylIndole	6.540600	0.998000	4	7.520000	10.293487	10.460000	20.753487	2.759772	13.233487	-23828.400000	-5715.350000	-428.042000	-256.916000
Thymol	6.547500	0.995933	4	7.700000	10.852247	10.920000	21.772247	2.827565	14.072247	-23517.400000	-5708.360000	-451.991000	-329.595000
Pebulate	6.552800	0.971600	5	10.870000	13.624197	13.080000	26.704197	2.456688	15.834197	-23926.500000	-5366.210000	-665.698000	-1083.060000
3,4-dimethoxyPhenol	6.584100	0.993467	4	8.620000	10.852247	11.550000	22.402247	2.598869	13.782247	-23147.600000	-5866.560000	-316.595000	-424.761000
Butylate	6.591100	0.987133	5	11.640000	14.134850	13.930000	28.064850	2.411070	16.424850	-23322.000000	-6440.370000	-774.595000	-839.775000
2-Naphthalenol	6.733800	0.998133	5	8.370000	11.772189	12.350000	24.122189	2.881982	15.752189	-23643.600000	-6130.470000	-585.238000	-187.588000
Diallate	6.873100	0.989000	6	11.700000	16.183764	15.430000	31.613764	2.702031	19.913764	-23335.000000	-6714.910000	-806.663000	-782.238000
Prodiamine	6.967100	0.970000	8	20.360000	22.352557	22.550000	44.902557	2.205430	24.542557	-22845.900000	-7273.900000	-2113.580000	-2572.160000
Anethole	7.038500	0.996800	5	7.740000	11.846200	12.160000	24.006200	3.101576	16.266200	-23358.200000	-5832.250000	-523.714000	-214.805000
Dimethenamid_OA	7.040200	0.980333	7	17.100000	19.588138	18.770000	38.358138	2.243166	21.258138	-23654.600000	-7559.880000	-1063.860000	-1812.570000
4-Propylanisole	7.089000	0.997733	5	7.740000	11.846200	12.010000	23.856200	3.082196	16.116200	-23499.500000	-5747.020000	-497.841000	-228.562000
Hexyl_salicylate	7.125500	0.991333	6	12.890000	16.328625	15.850000	32.178625	2.496402	19.288625	-23318.500000	-7068.310000	-754.043000	-984.786000
Triadimefon	7.151600	0.993333	8	19.540000	21.363066	20.630000	41.993066	2.149082	22.453066	-23395.800000	-7506.920000	-2235.980000	-1828.300000
1,2-dimethoxybenzene	7.202100	0.997733	4	7.240000	10.147472	10.940000	21.087472	2.912634	13.847472	-23331.700000	-5667.350000	-280.743000	-208.870000
1-Naphthol	7.203900	0.998200	5	8.370000	11.772189	12.350000	24.122189	2.881982	15.752189	-23642.800000	-6061.490000	-547.606000	-187.869000
Desmedipham	7.209100	0.992067	9	18.760000	23.068423	22.470000	45.538423	2.427421	26.778423	-23037.800000	-8632.610000	-1361.780000	-1721.910000
Lemax	7.221300	0.992467	8	15.820000	19.982708	19.400000	39.382708	2.489425	23.562708	-23439.800000	-8020.920000	-1175.770000	-1232.050000
c16_t8_10_lp122_152_Sgn12_13_14ht_Triton_X-100	7.230000	0.985867	6	12.200000	16.192274	15.540000	31.732274	2.601006	19.532274	-24016.700000	-6360.860000	-932.671000	-1590.720000
2-methyl-4,6-dinitroPhenol	7.250900	0.989867	6	12.450000	15.035724	15.270000	30.305724	2.434195	17.855724	-23285.700000	-6571.580000	-532.077000	-796.797000
PentachloroPhenol	7.371000	0.997533	6	9.930000	13.731566	13.860000	27.591566	2.778607	17.661566	-23572.500000	-6122.530000	-898.513000	-240.574000
Thiamine_hydrochloride	7.371000	0.987133	8	19.370000	21.316113	20.500000	41.816113	2.158808	22.446113	-23183.900000	-8129.810000	-1248.360000	-1370.190000
Octyl_salicylate	7.555500	0.982400	6	14.130000	17.461113	16.790000	34.251113	2.424000	20.121113	-23331.900000	-6609.460000	-1080.190000	-1517.970000
Acibenzolar-S-methyl	7.557300	0.998133	7	12.500000	16.362330	16.360000	32.722330	2.617786	20.222330	-23351.400000	-7471.710000	-742.678000	-356.866000
Eugenol	7.614700	0.998200	5	8.960000	12.591598	13.010000	25.601598	2.857321	16.641598	-23029.900000	-6295.330000	-401.560000	-289.853000
2_4-DiisopropylPhenol	7.790500	0.997467	5	9.060000	13.109735	13.080000	26.189735	2.890699	17.129735	-22953.900000	-6485.590000	-726.019000	-362.608000
Prosulfocarb	7.835800	0.991867	7	13.940000	18.178653	17.750000	35.928653	2.577378	21.988653	-23489.400000	-7182.430000	-869.227000	-1459.790000
Dinitramine	7.849700	0.986133	8	18.950000	21.188073	21.570000	42.758073	2.256363	23.808073	-22637.500000	-7848.420000	-1819.970000	-1662.590000
Orbencarb	7.886300	0.996333	7	13.190000	17.572929	17.380000	34.952929	2.649957	21.762929	-22974.300000	-7663.580000	-795.164000	-795.956000
Piperonyl_butoxide	7.891500	0.995000	6	11.890000	15.513238	15.540000	31.053238	2.611711	19.163238	-23106.500000	-6990.310000	-627.453000	-766.635000
Dinoterb	7.968100	0.992600	6	13.260000	15.925983	16.150000	32.075983	2.419003	18.815983	-22578.200000	-7227.330000	-1058.390000	-975.372000
Fluazifop	8.189200	0.996533	9	20.360000	23.509287	23.320000	46.829287	2.300063	26.469287	-22504.600000	-9768.810000	-1673.220000	-1585.060000
Benzyl_salicylate	8.194400	0.997800	7	13.240000	17.632195	17.860000	35.492195	2.680679	22.252195	-22712.800000	-8178.380000	-1095.370000	-643.189000
Dimethenamid-P	8.246700	0.995533	7	15.660000	18.877087	18.610000	37.487087	2.393811	21.827087	-22745.700000	-8360.370000	-1265.840000	-908.978000
Bromoxynil_octanoate	8.295400	0.989600	7	15.300000	20.311174	18.940000	39.251174	2.565436	23.951174	-23281.300000	-7385.800000	-1468.890000	-1261.180000
Dimethenamid	8.307600	0.993667	7	15.660000	18.877087	18.610000	37.487087	2.393811	21.827087	-22899.000000	-8092.500000	-1200.300000	-1011.050000
Diphenylamine	8.332000	0.999200	6	9.800000	14.249703	14.470000	28.719703	2.930582	18.919703	-23172.900000	-6971.280000	-666.888000	-237.781000
